"Sr No","Blood Bank Name",Apheresis,"Service Time","Blood Component Available"
2071,"Vivek Blood Bank",NO,24x7,YES
2072,"Dr. Jeyasekharan Medical Trust and Nursing Home Blood Bank",NO,24x7,YES
2073,"Thangam Blood Bank (Run by Thangam Chartiable Community Health Trust) William Hospital",NO,"9 Am to 7 PM",NO
2074,"Bensam Hospital Blood Bank",NO,24x7,NO
2075,"Lords Blood Bank (Run By Rajamony Memorial Educational Charitable Trust)",NO,24x7,NO
2076,"Siventhi Blood Bank (Siventhi Medical Trust)",,24x7,NO
2077,"Kanyakumari Medical Mission CSI Hospital Blood Bank",NO,24x7,NO
2078,"Karur Blood Bank",NO,24x7,YES
2079,"Government Head Quarters Hospital Blood Bank",NO,24x7,NO
2080,"M/S. Rainbow Blood Bank ( Run by rainbow Health &Educational Trust) ",,,
2081,"M/s Karur Voluntary Blood Bank and Laboratary",,,
2082,"M/S TCR Blood Bank ( Run by TCR hospital & Charitable Trust)",NO,24x7,NO
2083,"Government Hospital Blood Bank",NO,24x7,NO
2084,"Arogya Blood Bank (A Unit of Arogya Seva Hospitals Private Limited)",NO,24x7,NO
2085,"Life Care Voluntary Blood Bank (Run by Life Care Trust)",NO,24x7,YES
2086,"Government Head Quarters Hospital Blood Bank",NO,24x7,NO
2087,"Karunya Hospital Blood Bank",NO,24x7,NO
2088,"Government Rajaji Hospital Blood Bank",NO,24x7,YES
2089,"Meenakshi Mission Hospital and Research Centre Blood Bank",YES,24x7,YES
2090,"Thai Moogambigai Blood Bank and Clinical Laboratory",NO,24x7,NO
2091,"The Apollo Speciality Hospital Blood Bank",,24x7,YES
2092,"Vadamalayan Hospital Blood Bank",NO,24x7,YES
2093,"Sivan Blood Bank Run by Lakshmiammal Memorial Trust",NO,24x7,YES
2094,"Velammal Medical College Hospital and Reserach Institute Blood Bank",NO,24x7,YES
2095,"Satyam Blood Bank",NO,24x7,NO
2096,"Annai Abirami Blood Bank",NO,24x7,NO
2097,"Vignesh Blood Bank",,24x7,NO
2098,"Madhura Blood Bank",,24x7,NO
2099,"Christian Mission Hospital Blood Bank",NO,24x7,NO
2100,"Government Head Quarters Hospital Blood Bank",NO,24x7,NO
2101,"M/S Jeevan Blood Bank",,,
2102,"Government Hospital Blood Bank",NO,24x7,NO
2103,"Government Head Quarters Hospital Blood Bank",NO,24x7,NO
2104,"Bharath Clinical Laboratory and Blood Bank",NO,24x7,NO
2105,"Shharc Charity Blood Bank",,24x7,NO
2106,"Government Head Quarters Hospital Blood Bank",NO,24x7,NO
2107,"Government Hospital Blood Bank",NO,24x7,NO
2108,"Government Hospital Blood Bank Thiruchengode",,,
2109,"Vivekanandha Medical Care Hospital Blood Bank",,24x7,YES
2110,"Government Head Quarters Hospital Blood Bank",NO,24x7,NO
2111,"Muthu Medical Center Blood Bank (Muthu Charitable Trust)",NO,24x7,NO
2112,"Dhanalakshmi Srinivasan Medical College and Hospital Blood Bank",NO,24x7,YES
2113,"M/S Kanakesa Thevar Memorial Hospital Blood Bank",,,
2114,"Sree Meenakshi Multi Speciality Hospital Blood Bank (Run by Ayyamperumal and K Dakshinamoorthy Trust)",NO,,NO
2115,"Government Head Quarters Hospital Blood Bank",NO,24x7,NO
2116,"Government Hospital Blood Bank",NO,24x7,NO
2117,"Government Headquarters Hospital Blood Bank",NO,24x7,NO
2118,"M/S Ramnad Blood Bank( Run by C.Lakshmiammal Memorial Trust)",,,
2119,"Government Hospital Blood Bank",NO,24x7,NO
2120,"Annai Blood Bank",NO,24x7,NO
2121,"Government Head Quarters Hospital Blood Bank",NO,24x7,NO
2122,"Government Mohan Kumaramangalam Medical College Hospital Blood Bank",NO,24x7,YES
2123,"Sri Gokulam Hospital Blood Bank",,24x7,NO
2124,"Sithi Vinayagar Blood Bank",NO,24x7,NO
2125,"Vinayaga Mission Kirubananda Variar Medical College Hospital Blood Bank",,24x7,YES
2126,"KSM Blood Bank (Run by Maruti Charitable Trust)",NO,24x7,YES
2127,"Salem Blood Bank",NO,24x7,YES
2128,"Kurinji Hospital Blood Bank",NO,24x7,YES
2129,"Maruti Blood Bank",YES,24x7,YES
2130,"Sivaramji Blood Bank (Unit of Janaseva Trust)",,,NO
2131,"Salem Steel Authority of India Salem Steel Plant",NO,24x7,NO
2132,"Minu Labs and Blood Bank",NO,24x7,NO
2133,"S Palaniyandi Mudaliar Memorial Hospital Blood Bank",NO,24x7,NO
2134,"Sri Shellapha Hospital Blood Bank",NO,24x7,NO
2135,"M/S SKS Hospital Blood Bank ( Unit of SKS Hospital (I) Private Limited)",,,
2136,"KaraiKudi Blood Centre (Run by Vivekananda Trust)",NO,24x7,NO
2137,"Government Sivagangai Medical College Hospital Blood Bank",NO,24x7,YES
2138,"Government Head Quarters Hospital Blood Bank",NO,24x7,NO
2139,"Sri Kaali Blood Bank",NO,24x7,NO
2140,"Government Head Quarters Hospital Blood Bank",NO,24x7,NO
2141,"Government Hospital Blood Bank",NO,24x7,NO
2142,"Thanjavur Medical College Hospital Blood Bank",NO,24x7,YES
2143,"Sri Kaali Blood Bank",YES,24x7,YES
2144,"Voluntary Blood Bank",NO,,NO
2145,"KMR Blood Bank (Run by KMR Charitable Trust)",,,NO
2146,"Government Raja Mirasudar Hospital",NO,24x7,NO
2147,"Ambigai Blood Bank",,24x7,NO
2148,"Lakshminarayana Blood Bank",NO,24x7,NO
2149,"Indian Red Cross Society Blood Bank",NO,24x7,NO
2150,"Meenakshi Hospital Blood Bank",NO,24x7,YES
2151,"Government Lawley Hospital Blood Bank",NO,24x7,NO
2152,"Government Taluk Hospital Blood Bank",NO,24x7,NO
2153,"Gudalur Adivasi Hospital Blood Bank (Previously named as Ashwini hospital & under Ashwini trust)",NO,24x7,NO
2154,"Government Head Quarters Hospital, Ooty",,,
2155,"Government Head quarters Hospital",NO,24X7,NO
2156,"Military Hospital Blood Bank",NO,24x7,NO
2157,"Government Head Quarters Hospital Blood Bank",NO,24x7,NO
2158,"Government Theni Medical College Hospital Blood Bank",NO,24x7,YES
2159,"Vikram Clinical Blood Bank",,24x7,NO
2160,"Government Head Quarters Hospital Blood Bank",NO,24x7,NO
2161,"Government Medical College and Hospital Blood Bank",NO,24x7,NO
2162,"Sri Venkateswara Hospital Blood Bank",,24x7,NO
2163,"Government Head Quarters Hospital Blood Bank",NO,24x7,NO
2164,"Sudiksha Prabhu Hospital Blood Bank and Research Centre",NO,24x7,NO
2165,"Aarthi Hospital Blood Bank",NO,24x7,NO
2166,"Government Thoothukudi Medical College Hospital Blood Bank",NO,24x7,YES
2167,"Tuticorin Blood Bank",NO,24x7,NO
2168,"Rajesh Tilak Hospital Blood Bank",,,
2169,"M/S Moses Blood Bank",,,
2170,"M/S AVM Hospital Blood Bank",,,
2171,"Southern Railway Hospital Blood Bank",NO,24x7,NO
2172,"Bharath Heavy Electricals Limited Hospital Blood Bank",NO,24x7,NO
2173,"Mahathma Gandhi Memorial Government Hospital Blood Bank",NO,24x7,YES
2174,"KMC Speciality Hospitals Blood Bank ( Kaveri Hospitals)",YES,24x7,YES
2175,"Bharath Blood Bank  ",NO,24x7,NO
2176,"Friends Blood Bank",NO,,NO
2177,"Victory Blood Bank",NO,,NO
2178,"Doctors Blood Bank and Research Centre ",NO,,NO
2179,"Chennai Medical College Hospital and Research Centre",,24x7,YES
2180,"Government Headquarters Hospital Blood Bank",NO,24x7,NO
2181,"Church of South India Mission General Hospital Blood Bank",NO,24x7,NO
2182,"Child Jesus Hospital Blood Bank",NO,24x7,NO
2183,"Blood Bank of Shavana",NO,24x7,NO
2184,"M/S Apollo Speciality Hospitals Blood Bank",,,
2185,"Government Hospital Blood Bank",NO,24x7,NO
2186,"Bethel Blood Bank",NO,24x7,NO
2187,"Government Hospital Blood Bank",NO,24x7,NO
2188,"Government Head Quarters Hospital Blood Bank",NO,24x7,NO
2189,"Shifa Hospitals Blood Bank",NO,24x7,NO
2190,"Tirunelveli Medical College Hospital Blood Bank",NO,24x7,YES
2191,"Kartheek Nursing Home Blood Bank",NO,24x7,YES
2192,"Life Line Blood Bank Component and Research Centre ",NO,24x7,YES
2193,"Aarthi Hospital and Diagnostic Centre Blood Bank",NO,24x7,NO
2194,"Galaxy Hospital Blood Bank",NO,24x7,NO
2195,"Sardar Raja Mission Hospital Blood Bank",NO,24x7,NO
2196,"M/S Annai Blood Bank",,,
2197,"Government Hospital Blood Bank",NO,24x7,NO
2198,"Revathy Medical Centre Blood Bank",NO,24x7,YES
2199,"DSK Hospital Blood Bank",NO,24x7,NO
2200,"Sri Kumaran Hospital Blood Bank",NO,24x7,NO
2201,"Government Head Quarters Hospital Blood Bank",NO,24x7,YES
2202,"Government Hospital Blood Bank",NO,24x7,NO
2203,"Udumalpet Indian Medical Association Rotary Blood Bank",NO,24x7,NO
2204,"Government Medical College Hospital Blood Bank",NO,24x7,NO
2205,"ST Thomas Hospital Blood Bank and Leprosy Centre",NO,24x7,NO
2206,"Government Medical College Hospital Blood Bank",NO,24x7,YES
2207,"Government Hospital Blood Bank",NO,24x7,NO
2208,"Bethesda Hospital Blood Bank",NO,24x7,NO
2209,"Government Hospital Blood Bank Arakonam",,,
2210,"Government Hospital Blood Bank",NO,24x7,NO
2211,"Government Head Quarters Hospital Blood Bank",NO,24x7,NO
2212,"Government Hospital Blood Bank",NO,24x7,NO
2213,"CMC Hospital Blood Bank",YES,24x7,YES
2214,"Masonic Blood Bank",YES,24x7,YES
2215,"Sri Narayani Hospital and Research Centre Blood Bank",,24x7,NO
2216,"Government Head Quarters Hospital Blood Bank",NO,24x7,NO
2217,"Government Head Quarters Hospital Blood Bank",NO,24x7,NO
2218,"Melmaruvathur Adiparasakthi Institute of Medical Sciences and Research Blood Bank",,24x7,YES
2219,"Government Hospital Blood Bank",NO,24x7,NO
2220,"St Joseph Hospital Blood Bank",NO,24x7,NO
2221,"Government Hospital Blood Bank",,24x7,NO
2222,"Balaji KMR Charitable Trust Blood Bank",NO,,NO
2223,"Government Villupuram Medical College and Hospital Blood Bank",NO,24x7,NO
2224,"GN Blood Bank",NO,24x7,NO
2225,"Government Hospital Blood Bank",NO,24x7,NO
2226,"Government Hospital Blood Bank",NO,24x7,NO
2227,"Sai Blood Bank and Clinical Laboratory",NO,24x7,NO
2228,"Sri PAC Ramasamy Raja Rotary Blood Bank (Run by Rajapalayam rotary)",,24x7,
2229,"Government Hospital Blood Bank",NO,24x7,NO
2230,"Sri Annai Blood Bank",,24x7,
2231,"Virudhunagar Hindu Nadar V Dhanasamy Parimala Devi Medical Trust Blood Bank",NO,24x7,NO
2232,"Government Head Quarters Hospital Blood Bank",NO,24x7,NO
2233,"Rajiv Gandhi Institute of Medical Sciences Blood Bank",,24x7,YES
2234,"Sri Lakshmi Blood bank",,,NO
2235,"Indian Red Cross Society Blood Bank",YES,24x7,YES
2236,"Singareni Collieries Co. Ltd Blood bank",,24x7,NO
2237,"Indian Red Cross Society Blood Bank",NO,24x7,YES
2238,"The Singareni Collieries Co. Ltd",,24x7,
2239,"Prime Hospital Blood Bank",,,
2240,"Image Hospital Blood Bank ",,,
2241,"Challa Hospital Blood Bank (A Multi Speciality Hospital)",YES,24x7,YES
2242,"Aarohi Blood Bank",NO,"24 HRS",YES
2243,"Institute of Transfusion Medicine and Research",,24x7,
2244,"NTR Trust Blood Bank",YES,24x7,YES
2245,"Care Hospital Blood Bank",NO,"24x7	",NO
2246," Star Hospitals Blood Bank",NO,24x7,NO
2247,"Basavatarakam Indo-American Cancer Hospital and Research Institute Blood Bank",,,
2248,"Mythri Charitable Trust Blood Bank and Transfusion Centre",YES,"12 Hrs",YES
2249,"Sanjeevini Blood Bank",YES,24x7,YES
2250,"Sai Vani Super Speciality Hospital Blood Bank ",,,
2251,"The Military Hospital Blood Bank",,,
2252,"Rudhira Voluntary Blood Bank",YES,24x7,YES
2253,"Satya Nursing Home Blood Bank",YES,24x7,YES
2254,"Nizams Institute of Medical Sciences Blood Bank",YES,24x7,YES
2255,"The Osmania General Hospital Blood Bank",YES,24x7,YES
2256,"MNJ  Institute of Oncology and Regional Cancer Centre Blood Bank",NO,24x7,NO
2257,"General Chest Hospital",,24x7,
2258,"Lions Club of Hyderabad(East) Bhanji Kheraj Blood Bank",,24x7,
2259,"Blood Bank Thelasemia and Sickle Cell",,24x7,
2260,"Andhra Mahila Sabha Durgabhai Deshmukh Hospital & Blood Bank",YES,24x7,YES
2261,"Share Medical Care (Mediciti Hospital) Blood Bank",NO,24x7,YES
2262,"Mahavir Hospital and Research Centre Blood Bank",,,
2263,"Aditya Hospital Blood Bank",YES,24x7,YES
2264,"Himabindhu Multispeciality Hospital Blood Bank",NO,24x7,YES
2265,"Genetic Products Charitable Association Blood Bank",YES,"24 hrs",YES
2266,"Thalassemia and Sickle Cell Society Vuppala Venkaiah Memorial Blood Bank",YES,24x7,YES
2267,"NEW LIFE EDUCATIONAL SOCIETY BLOOD BANK ",NO,24x7,YES
2268,"Apollo Hospital Blood Bank",YES,24x7,YES
2269,"Employees State Insurance Corporation Medical College Hospital Blood Bank",YES,"24 hrs",YES
2270,"Venus Hospital Blood Bank",,,
2271,"Yashoda Super Speciality Hospitals Blood Bank",YES,24x7,YES
2272,"Apollo Hospital Enterprises Ltd",NO,24x7,NO
2273,"Lions Club Matadin Goel Blood Bank",,24x7,
2274,"Chiranjeevi Blood Bank",YES,24x7,YES
2275,"Owaisi Medical and Research Centre",NO,24x7,YES
2276,"Apollo Hospital Enterprises Ltd, Apollo DRDO Hospital Blood Bank",,,
2277,"Kamineni Health Services Pvt.Ltd. Blood Bank",NO,24x7,NO
2278,"The Government  Maternity Hospital",NO,24x7,NO
2279,"Global Hospital Blood Bank",YES,24x7,YES
2280,"Sri Balaji Blood Bank (A Unit of Sri Balaji Educational Society)",YES,24x7,YES
2281,"Vivekananda Environmental International Society Social Service Blood Bank",,,
2282,"Premier Hospital Blood Bank",NO,24x7,YES
2283,"Jaya Diagnostic Research Centre Medwin Hospital Blood Bank",,,
2284,"Care Hospital Blood Bank (A Unit of Quality Care India Limited)",,,
2285,"Institute of Preventive Medicine",NO,24x7,YES
2286,"M G M H BLOOD BANK (Government Modern Maternity Hospital)",NO,24x7,NO
2287,"Rakshita Voluntary Blood Bank",NO,24x7,NO
2288,"The Govt. Niloufer Hospital Blood Bank",NO,24x7,NO
2289,"Health, Agriculture, Rural Development Society (HARD)  Blood Bank",YES,24x7,YES
2290,"The ESI Hospital Blood Bank",,24x7,
2291,"St. Theresa&#39;s Hospital Blood Bank",YES,24x7,YES
2292,"Gandhi Hospital Blood Bank",YES,24x7,YES
2293,"Lions Club of Secunderabad Twin Cities",,24x7,
2294,"Yashoda Hospital (A Unit of Datta Chandra Hospital Pvt. Ltd.)  Blood Bank",YES,24x7,YES
2295,"South Central Railway Hospital",,,
2296,"Andrha Pradesh State Road Transport Corporation Hospital Blood Bank",,,
2297,"Vivekananda Environmental International Society Social Service Blood Bank",NO,24x7,NO
2298,"Janani Voluntary Blood Bank (A Unit of Janani Organization)",NO,24x7,YES
2299,"Military Hospital Blood Bank",,,
2300,"Krishna Institute of Medical Sciences Blood Bank",YES,24x7,YES
2301,"Jeevadhara Voluntary Blood Bank (A Unit of Jeevadhaara Society)",YES,24x7,YES
2302,"Sunshine Hospital Blood Bank",YES,24x7,YES
2303,"Sri Devi Charitable Trust Blood Bank",NO,24x7,YES
2304,"Princess Esra Hospital Blood Bank",NO,24x7,NO
2305,"Asian Institute of Gastroentrology Blood Bank",,,
2306,"RTC Hospital",NO,24x7,NO
2307,"Indian Red Cross Society Blood Bank",NO,24x7,YES
2308,"Chalmeda Ananda Rao Institute of Medical Sciences Blood Bank",YES,24x7,YES
2309,"Singareni Collieries Co.Ltd Blood Bank",NO,24x7,NO
2310,"Nelavelly Blood Bank",,,NO
2311,"Indian Red Cross Society Jagityal, Blood Bank",NO,24x7,YES
2312,"Government District Head Quarters Hospital Blood Bank",,24x7,YES
2313,"Indian Red Cross Society Blood Bank",,24x7,
2314,"Life Care Voluntary Blood Bank",YES,24x7,YES
2315,"Prathima Institute of Medical Sciences Blood Bank",YES,24x7,YES
2316,"Apollo Reach Hospitals - Apollo Blood Bank",YES,24x7,YES
2317,"The Government Area Hospital Blood Bank",NO,24x7,YES
2318,"The APVVP District Head Quarters Hospital Blood Bank",,24x7,
2319,"Rudhira Voluntary Blood Bank",YES,24x7,YES
2320,"Mamata General Hospital Blood Bank",,,
2321,"Siva Multi Speciality Hospital Blood Bank",YES,24x7,YES
2322,"The Government Area Hospital Blood Bank",,24x7,
2323,"The Singareni Collieries  Co. Ltd",,24x7,
2324,"Sarala Blood Bank ",NO,24x7,NO
2325,"Singareni Collieries Co. Ltd",,24x7,
2326,"Asha Emergency & Chest Hospital Blood Bank",NO,24x7,NO
2327,"Singareni Collieries Co. Ltd",NO,24x7,NO
2328,"Indian Red Cross Society ",NO,24x7,NO
2329,"Government District Head Quarters Hospital Blood Bank",,24x7,
2330,"Indian Red Cross Society Blood Bank",NO,24*7,YES
2331,"IRCS & RCH-II  Blood Bank District Hospital Wanaparthy ",NO,24x7,NO
2332,"SVS Medical College Hospital Blood Bank",,,
2333,"Maheshwara Medical College and Maheshwara Hospital Blood Bank",NO,24x7,NO
2334,"Bharat Heavy Electricals Limited Hospital ",,24x7,
2335,"The APVVP District Head Quarters Hospital",,24x7,
2336,"M.N.R. Medical College Hospital",,,
2337,"Indian Red Cross Society",NO,24x7,NO
2338,"Government District Head Quarter Hospital Nalgonda",NO,24x7,NO
2339,"Jyothi Hospital Blood Bank",,,
2340,"Indian Red Cross Society",,24x7,
2341,"Kamineni Institute of Medical Sciences Hospital ",,,
2342,"Lions Club Blood Bank",,24x7,
2343,"Indian Red Cross Society ,RCH-II",YES,24x7,YES
2344,"Sai Prasad Orthopedic Hospital",NO,24x7,NO
2345,"Indian Red Cross Society",,24x7,
2346,"V.T.Thakur Memorial Rotary",NO,24x7,NO
2347,"The Government District Headquarters Hospital ",NO,24x7,YES
2348,"Indian Red Cross Society",NO,24x7,YES
2349,"Perali Narasaiah Memorial Charitable Trust ",NO,24x7,NO
2350,"S.B.Voluntary Blood Bank",NO,24x7,NO
2351,"M.M.Voluntary Blood Bank",,,
2352,"BBR Multispeciality Hospital Blood Bank",YES,24x7,YES
2353,"Janani Voluntary Blood Bank",NO,24x7,YES
2354,"Life Voluntary Blood Bank",NO,24x7,NO
2355,"Ozone Institute of Medical Sciences Hospital Blood Bank",YES,24x7,YES
2356,"Rajyalakshmi Charitable Trust Blood Bank (A Unit of Rajyalakshmi Charitable Trust)",YES,24x7,YES
2357,"Kamineni Hospitals Private Limited Blood Bank",,,
2358,"Continental Hospital Blood Bank",YES,24x7,YES
2359,"Asian Blood Bank of Asian Health Foundation",NO,24x7,NO
2360,"ADRM Hospital and Blood Bank",YES,24x7,YES
2361,"Narayana Hrudayalaya Mallareddy Hospital Blood Bank",NO,24X7,YES
2362,"Ram Hospital Blood Bank",YES,24x7,YES
2363,"Malla Reddy Medical College and Malla Reddy General Hospital Blood Bank",NO,24x7,NO
2364,"Shadan Institute of Medical Sciences Teaching Hospital & Research Centre Blood Bank",,,
2365,"Aware Global Hospital Blood Bank",,,
2366,"Medicity Institute of Medical Sciences Blood Bank",NO,"24 hours",YES
2367,"Usha Mullapudi Cardiac Centre",,,
2368,"Bhaskar Medical College and General Hospital Blood Bank",,,
2369,"Dr. V. R. K. Womens college and general Hospital Blood Bank",,,
2370,"SLMS Hospital Blood Bank",NO,24x7,NO
2371,"Ayaan Institute of Medical Sciences (AIMS)",,,
2372,"Citizens Hospital Blood Bank",YES,24x7,YES
2373,"Indian Red Cross Society Blood Bank",NO,24x7,NO
2374,"Indian Red Cross Society, Blood Bank",YES,24x7,YES
2375,"Indian Red Cross Society Blood Bank RCH-II ( Jangaon)",,24x7,
2376,"Government Mahatma Gandhi Memorial Hospital Blood Bank",NO,24x7,YES
2377,"Warangal Institute of Medical Sciences Blood Bank",,,
2378,"Saint Anns Hospital Blood Bank",NO,"12 HRS",NO
2379,"Singareni Collieries Company Limited Area Hospital Blood Bank",NO,24x7,YES
2380,"Mother Voluntary Blood Bank",YES,24x7,YES
2381,"Kakatiya Voluntary Blood Bank (A Unit of Life Care Medical and Educational Society)",NO,24x7,NO
2382,"Bimal Singha Memorial Hospital Blood Bank",NO,24x7,NO
2383,"District Hospital Gomati Blood Bank",NO,24x7,YES
2384,"District Hospital  Blood Bank Dharmanagar",NO,24x7,NO
2385,"R.G.M Hospital Blood Bank Unakoti ",NO,24x7,NO
2386,"Indira Gandhi Memorial Hospital Blood Bank",NO,24x7,NO
2387,"Tripura Medical College and Dr. B.R.A.M. Teaching Hospital Blood Bank",NO,24x7,YES
2388,"ILS Hospital Blood Bank",NO,24x7,YES
2389,"Agartala Govt. Medical College GBP Hospital Blood Bank",NO,N/A,YES
2390,"Military Hospital",,24X7,
2391,"Samarpan Blood Bank",YES,24X7,YES
2392,"District Hospital Blood Bank",NO,24x7,YES
2393,"S.N. Medical College",,24x7,
2394,"Agra City Blood Bank",NO,24x7,NO
2395,"Goyal Jan Suvidha Charitable Blood Bank",,"9AM to 7 PM",
2396,"Life Line Charitable Blood Bank",YES,24x7,YES
2397,"Pushpanjali Hospital and Research Centre Private limited",YES,24x7,YES
2398,"Sanjeevani Charitable Blood Bank ",,24x7,
2399,"Lions Agra Mahan Charitable Blood Bank (Suspande)",,N/A,
2400," Lokhitam Blood Bank",YES,24x7,YES
2401,"G.R. Hospital and Research Centre Private limited",YES,24X7,YES
2402,"Pushpa Maa Samaj Charitable Blood bank",YES,24x7,YES
2403,"Sri Jagdamba Charitable Blood Bank and Component",,24x7,
2404,"Manav Seva Charitable Blood Bank",,24x7,YES
2405,"Moolchand Medicity Blood Bank",2,,YES
2406,"Amrit Charitable Blood Bank",,,YES
2407,"Om Charitable Blood Bank ",2,,YES
2408,"Malkhan Singh, District Hospital Blood Bank",,N/A,YES
2409,"Har Prasad Blood Bank",,24X7,
2410,"J.N. Medical College Blood Bank",NO,24x7,YES
2411,"Dev Hospital Blood Bank",NO,N/A,NO
2412,"Jeevan Jyoti Blood Bank",,24hrs.,YES
2413,"Jeevan Sanjeevan Blood Bank, Jeevan Hospital",,N/A,
2414,"Life Care Charibable Blood Bank",YES,24x7,YES
2415,"Shanti Nursing Home Blood Bank",2,,YES
2416,"S.R.N. Hospital, M.L. N. Medical College",NO,24x7,YES
2417,"Military Hospital Blood Bank",,N/A,
2418,"Moti Lal Nehru District Hospital Blood Bank",NO,24x7,YES
2419,"S.M. Medicare Private Limited Blood Bank",,N/A,
2420,"AMA (Allahabad Medical Association) Blood Bank",YES,24/7,YES
2421,"Tejbahadur Sapru Hospital Blood Bank",NO,N/A,YES
2422,"Mahamaya Rajkiya Allopathic Medical College",NO,24X7,NO
2423,"Jyotibaphule Combined District Hospital Blood Bank",,N/A,
2424,"Venkateshwara Institute of Medical Sciences Blood Bank",,N/A,
2425,"District Combined Hospital Blood Bank",,N/A,
2426,"District Hospital Blood Bank",,24x7,
2427,"Govt. Medical College & Super Facility Hospital Azamgarh",2,,YES
2428,"District Hospital Blood Bank",,24x7,YES
2429,"Maha Mritunijaya Hospital Lord Budha Medical College Blood Bank",,N/A,
2430,"District Combined Hospital Blood Bank",,24x7,
2431,"M/s Astha Blood Bank and Components, Astha Multispeciality Hospital",,N/A,
2432,"District Hospital Blood Bank",,N/A,
2433,"District Hospital Blood Bank",NO,24x7,NO
2434,"Combined District Hospital Blood Bank",NO,24x7,NO
2435,"District Hospital Blood Bank",NO,12x7,NO
2436,"District Hospital Blood Bank",NO,24x7,NO
2437,"Hind Institute of Medical Sciences",NO,24x7,YES
2438,"Mayo Institute of Medical Sciences Blood Bank",NO,24x7,YES
2439,"Military Hospital Blood Bank",,24x7,
2440,"District Hospital Blood Bank",YES,24x7,YES
2441,"Ganga Sheel Charitable Trust Blood Bank",NO,24x7,YES
2442,"Sri Ram Murti Samarak Institute of Medical Sciences Blood Bank",NO,24x7,YES
2443,"Keshav Madho Blood Bank and Pathology",,12x7,
2444,"Ruhelkhand Medical College and Hospital Blood Bank",NO,24x7,YES
2445,"Clara Swain Mission Hospital Blood Bank",,24x7,
2446,"IMA Blood Bank",,24x7,
2447,"IMA Blood Bank",,24x7,
2448,"Rajshree Medical Research Institute",NO,"24 Hrs",YES
2449,"District Hospital Blood Bank",,N/A,
2450,"M/s Sewa Blood Bank",NO,N/A,NO
2451,"OPEC Hospital Blood Bank",NO,24x7,YES
2452,"District Hospital Blood Bank",,24x7,
2453,"Sarvodaya Jankalyan Samati",,24x7,
2454,"Shubham Sarvam Charitable Blood Bank",2,,YES
2455,"District Hospital Blood Bank",,N/A,
2456,"Wadhwa Blood Bank",,N/A,
2457,"Babu Banarasi Das District Hospital Blood Bank",,24x7,
2458,"NAPS (Narora Atomic Power Station) Hospital Blood Bank",,N/A,
2459,"Pt. Kamlapati District Combined Hospital",NO,"12 AM to 7 PM",NO
2460,"Combined District Hospital Blood Bank",NO,24x7,NO
2461,"District Hospital Blood Bank",,N/A,
2462,"District Hospital Blood Bank",,N/A,
2463,"Dr. Bhimrao Ambedkar Combined Hospital (District Hospital)",NO,24x7,NO
2464,"Rural Institute of Medical Sciences and Research",NO,24x7,YES
2465,"Achintya Charitable",NO,,NO
2466,"District Hospital Blood Bank",,24x7,
2467,"Chandan Diagnostics Center and Blood Bank",,24x7,
2468,"The Care Hospital Blood Bank",2,,YES
2469,"Dr. Ram Manohar Lohiya Joint Hospital",NO,24x7,NO
2470,"District Hospital Blood Bank",,24x7,
2471,"District Hospital Blood Bank",,N/A,
2472,"Shyam Nursing Home and Blood Bank",NO,24x7,NO
2473,"SNM, District Hospital Blood Bank",NO,24x7,NO
2474,"Jeevan Dhara Blood Bank",,N/A,
2475,"Dr. M.C. Agrawal Hospital and Research Centre Private limited",,N/A,
2476,"F.H. Hospital Blood Bank",,24x7,
2477,"Sevarth Sansthan Blood Bank",,24x7,
2478,"Naveen Hospital",,N/A,
2479,"International Hospital Private Limited Blood Bank",,N/A,
2480,"Noida Charitable Blood Bank",2,,YES
2481,"Sharda Hospital Blood Bank",,24x7,
2482,"Kailash Hospital Llimited",YES,24x7,YES
2483,"Shri Krishna Life Line Hospital Blood Bank ",NO,,YES
2484,"Kailash Hospital and Heart Institute ",,24x7,
2485,"Metro Hospital and Heart Institute",YES,24x7,YES
2486,"Prayag Hospital and Research Centre",,N/A,
2487,"Prakash Hospital Blood Bank",,24x7,YES
2488,"Rotary Noida Research and Social Welfare Trust Blood Bank",,"24 x 7",NO
2489,"Dr. Bhimrao Ambedkar Multi Specialty Hospital Blood Bank",NO,24x7,NO
2490,"Yatharth Wellness Super Speciality Hospital and Heart Care Blood Bank",,24x7,YES
2491,"Jaypee Hospital Blood Bank",YES,24x7,YES
2492,"Modern Pathology and Blood Bank",NO,24x7,NO
2493,"Santosh Medical and Dental College",,24x7,
2494,"MMG, District Hospital Blood Bank",NO,24x7,YES
2495,"Yashoda Hospital and Research",YES,24X7,YES
2496,"Life Line Blood Bank",YES,24x7,YES
2497,"Yashoda Hospital and Research Centre Limited, Kaushambi",YES,24x7,YES
2498,"Lok Priya Hospital Blood Bank",,24x7,
2499,"Pushpanjali Crossley Hospital (Max Superspeciality Hospital, Vaishali)",YES,24x7,YES
2500,"M/s Shanti Gopal Hospital Blood Bank",YES,24x7,YES
2501,"Divya Joyati Institute Of Medical Science & Research",NO,,NO
2502,"Family Health Care Hospital Blood Bank",YES,24x7,YES
2503,"Atlanta Mediworld Multispeciality Hospital",NO,,YES
2504,"Idst Mayo Hospital Blood Bank",,,NO
2505,"Bhagwan Buddha Charitable Blood Bank",YES,24hrs,YES
2506,"Dev Nandani Hospital Blood Bank",,24x7,
